movie_id,realisateurs,scenaristes,acteurs
189172,"['38603', '21977', '62451', '3247', '425770', '541151', '80899', '500644']","['561811', '643238', '590897', '500644', '643244', '550218', '642280', '642279', '642278', '547159', '99194', '500647', '62617', '456709', '500646', '541151', '642281', '500645', '137981', '109034']","['80899', '105159', '19062', '33046', '57124', '21087', '79113', '27197']"
41119,['21956'],"['50434', '50434', '35801', '35801', '21956', '21956']","['3435', '4180', '11645', '5513', '3347', '30657', '8399', '35801']"
306389,['568781'],['68069'],"['919478', '117656', '188185', '7554', '99400', '23364', '155625', '116392']"
295769,['105815'],"['105815', '674789']","['177463', '636998', '5683', '977201', '745712', '942377', '959306', '140186']"
261592,['480873'],"['480873', '103237', '102217']","['38439', '244509', '144941', '90968', '229397', '33054', '826931', '852454']"
268923,['116474'],"['854669', '917613', '854670', '854671', '854672', '116474']","['12839', '23288', '6351', '30282', '455781', '164589', '896977', '20969']"
206317,['95677'],"['535224', '95677']","['90259', '405376', '502307', '76797', '17690', '101876', '201015', '617041']"
836,['413'],"['48090', '413', '170015']","['2596', '2467', '1163', '4910', '2598', '170014', '58248', '7275']"
146642,"['97326', '2389']","['97326', '2389']","['630', '3153', '26883', '972', '14951', '409380', '14947', '35214']"
200956,['444151'],['444151'],['795']
40141,['1729'],"['44292', '47973']","['13593', '9685', '33200', '70218', '33032', '9432', '12842', '46807']"
266327,['84225'],"['84225', '849118', '846607', '849119', '785067', '846608']","['849115', '630', '12094', '819202', '849116', '883962', '885739', '885740']"
4563,['543'],"['543', '41026']","['4697', '544', '10802', '2630', '13206', '3954', '5215', '36033']"
47263,['5543'],"['93179', '5543', '453191']","['32193', '17914', '4545', '34513', '17061', '77725', '196840', '222306']"
727,"['19377', '19376']","['55877', '47972']","['2297', '2299', '2298', '56861', '56862', '55874', '55875', '55862']"
295576,['551080'],,"['751170', '119762', '813239', '132953', '238748', '126104', '140861', '107791']"
48003,['82510'],"['51905', '51906', '82510']","['2179', '6273', '4869', '82507', '30725', '82509', '4063', '10392']"
275121,['243536'],"['604223', '604223', '604223', '237772', '237772', '237772', '225043', '225043', '243536']","['157728', '548703', '418508', '1484', '134308', '868136', '185686', '779500']"
185426,['5119'],"['5119', '46487']","['5119', '1659', '5120', '33328', '2080', '543063', '98649', '39536']"
228755,['125110'],['132366'],"['125110', '92619', '98370', '266142', '6810', '53691', '104799', '134594']"
258361,['15291'],"['39160', '145178', '39160']","['219612', '17614', '742634', '114382', '100051']"
38512,['30715'],"['59815', '68209', '67692']","['641963', '2019', '576063', '91636', '93925', '562162', '165489', '1726']"
247629,['44263'],['67145'],"['515872', '12197', '21165', '427032', '491582', '164745', '726317', '258889']"
241265,['188267'],['188267'],"['423203', '661647', '606903', '4062', '5698', '188162', '782070', '457894']"
287354,['917487'],"['917487', '917488', '917927']","['16792', '788682', '917924', '563931', '917925', '917926', '917486', '895761']"
44880,['95081'],"['95081', '95082']","['11131', '9524', '15924', '74202', '24381', '98154', '96988', '27374']"
180315,['261606'],"['563632', '261606', '563634']","['61108', '563652', '164558', '563653', '222976', '90906', '657851', '260645']"
203415,['4034'],"['36543', '37153']","['47', '4813', '452', '8173', '149877', '36291', '36895', '20602']"
296615,['456270'],['456270'],"['944550', '431919', '222281', '431920', '944551', '973828', '432257', '973829']"
8865,['5936'],"['5936', '35968', '35968']","['512', '721', '3553', '5642', '7105', '3347', '8124', '48391']"
286518,['203183'],"['914829', '914830']","['932489', '611020', '492470', '737313', '629722', '706065', '441933', '422202']"
178185,['18987'],"['69598', '257662', '69600', '257663', '18987']","['27953', '70288', '105234', '16229', '178123', '24556', '115434', '57945']"
6169,['13543'],"['36036', '165470', '13543', '35896', '419']","['13544', '446', '238280', '228141', '148266', '54668', '157283', '32515']"
44014,['31175'],"['31175', '79432', '47603']","['79423', '16289', '14613', '8911', '79424', '30712', '10166', '61792']"
4654,['3667'],"['77567', '77567', '13815', '3667']","['6122', '3668', '11004', '264231', '138980', '253447', '157757', '217770']"
275000,['727952'],"['877333', '821613', '877334']","['877331', '427310']"
282849,,"['517197', '904975']","['207110', '904973', '917417', '509122']"
129330,['86396'],"['90608', '90608', '93931', '99797', '90607', '90607', '89974']","['38439', '70378', '208460', '20265', '69007', '12474', '20467', '149962']"
29125,['34986'],"['67356', '55594']","['795', '18984', '25190', '10561', '42695', '67357', '67358', '67359']"
28875,['3000'],"['42745', '37153']","['64327', '191', '34375', '6348', '9772', '28306', '65764', '28585']"
29325,['57301'],['57301'],"['29188', '6527', '57345', '38980', '33053', '32202', '57348', '199237']"
26799,['9436'],"['65939', '9436', '47666', '37997', '65943']","['7982', '18402', '922', '65928', '20983', '39619', '18169', '17055']"
59198,['76201'],"['76201', '93036']","['93036', '18732', '23848', '65958', '124415', '115413', '80899', '134612']"
12732,['2113'],"['42790', '2113']","['790', '400', '4220', '3461', '9928', '35948', '36551', '38407']"
174671,['49380'],['49380'],"['21316', '4636', '8399', '133471', '517723', '15343', '8338', '16267']"
23266,['2010'],"['43916', '78237', '175796', '47979', '175797']","['8504', '68043', '3199', '24789', '10543', '1030', '15281', '18390']"
204237,['267953'],"['561639', '76439']","['21360', '24887', '457337', '407470', '30212', '577599', '268173', '150640']"
285245,['910091'],['910091'],"['479343', '830494', '152734', '83421', '242369', '452117', '762525', '910097']"
217,['117'],"['19651', '47650']","['795', '796', '797', '75997', '70367', '798', '400197', '400198']"
3275,['685'],"['38204', '5688', '685']","['5501', '1002', '378', '377', '6946', '8326', '1195', '12299']"
288913,"['921729', '921730']","['921729', '921730']","['691991', '657321', '927170', '838302', '488314', '855679', '677736']"
257077,['414232'],['47978'],"['73992', '88777', '4141', '115803', '808914', '682057', '767186', '756752']"
70544,['39178'],"['36107', '68388', '479326']","['30335', '37634', '36115', '2140', '80836', '19034', '5196', '35257']"
71,['300'],['300'],"['301', '302', '303', '14583', '10586', '108572', '78577', '166116']"
275976,['881081'],"['881082', '881081']","['192454', '838752', '846672', '144982', '810930']"
276061,,,"['683530', '209758']"
281737,['421151'],['900390'],"['403846', '900391', '731687', '418293', '21300', '403945', '807550', '474387']"
28941,['22020'],['71073'],"['2562', '22014', '24378', '29200', '34537', '19158', '44953', '34237']"
124707,['34559'],"['124415', '177783', '76201']","['124415', '33229', '144088', '143957', '12581', '16455', '104540', '15260']"
130297,['137152'],"['188151', '188152', '92085', '129305']","['18923', '5475', '374', '3485', '618', '1917', '97162', '24377']"
251951,['105689'],['406539'],"['141247', '139485', '126172', '163893', '223196', '126131', '107896', '744234']"
41230,['6427'],['626'],"['16844', '18752', '17367', '26451', '26452', '26992', '21692', '2768']"
128866,"['134673', '134674']","['134673', '134674']","['21087', '100219', '75804', '5698', '147891', '89776', '69121', '3198']"
12811,['29672'],"['59649', '72268', '86242']","['185460', '424', '4903', '1919', '6784', '13790', '7178', '12096']"
46524,['75755'],"['77493', '3240', '5382']","['18770', '55635', '65048', '77494', '44726', '79645', '79222', '94647']"
3447,['141'],"['43712', '84647', '84645', '84646', '43711']","['6200', '8619', '8620', '8621', '8622', '8623', '20323', '84644']"
112452,['6427'],['626'],"['18752', '16844', '26452', '26451', '21692', '2768', '74202', '143373']"
127942,['12596'],"['7809', '189341', '12596']","['17028', '613', '105088', '116240', '172469', '197342', '2358', '246483']"
256221,['723130'],['723130'],"['61009', '687881', '194483', '767516', '218353', '79202', '253356', '622571']"
265431,['5068'],"['5068', '699385', '227617']","['191', '20277', '180052', '5068', '517641', '67987', '860638', '6683']"
271592,"['550801', '550800']","['870068', '550800', '132866']","['743745', '148993', '220587', '822019', '99400', '14624', '553651', '883449']"
32989,['21956'],"['36149', '50434', '21956']","['1639', '1145', '383', '3711', '2592', '14795', '116', '56400']"
206191,['357'],['357'],"['28561', '10297', '83617', '64733', '128061', '79113', '65208', '163572']"
284678,['412409'],"['940307', '963325']","['719410', '852864', '256891', '418461', '963324', '191575', '537446', '719566']"
127189,['59180'],"['77451', '101405']","['19356', '22363', '16467', '97430', '29423', '108753', '117933', '118375']"
187900,['18523'],"['102385', '137621']","['111718', '5698', '244963', '105250', '148534', '105069', '21255', '172907']"
188521,"['97434', '97435']","['65587', '97434', '97435']","['30357', '64362', '30358', '30359', '33034', '30360', '34375', '30361']"
4916,['4167'],"['4167', '36380', '58191', '72827']","['1920', '104', '397', '11552', '2723', '64965', '58190', '785']"
26163,['685'],"['685', '59379']","['6315', '112', '2035', '4141', '3090', '4909', '3157', '13980']"
64465,['1110'],"['43107', '1110', '43107']","['190', '325', '11644', '11645', '5057', '11234', '2170', '2825']"
125907,['67161'],"['107871', '203929', '107871', '177141', '78660', '77186']","['15244', '104804', '105248', '59017', '207720', '207721', '207722', '79597']"
13351,['22682'],"['22682', '22683', '50473']","['22683', '22684', '22685', '22686', '22687', '22688', '20043', '50566']"
252469,"['747683', '48680']","['418577', '79659', '265771', '48680', '418577']","['265771', '931951', '34515', '514081', '32278', '761111', '191302', '582390']"
28388,['12147'],"['12147', '71831', '71831']","['86181', '88885', '94447', '94448', '2130', '94443', '94444', '94445']"
265949,['237997'],"['237997', '711072']","['711072', '156555', '616861', '204732', '744016', '23624']"
268046,['697918'],"['851764', '139019']","['678935', '92526', '94957', '220762', '830629', '125409', '70022', '884153']"
303502,['594780'],['810198'],"['86065', '961829', '846313', '613325', '960743', '78176']"
124065,['17440'],['79659'],"['117465', '134639', '111890', '160493', '98192', '116986', '142715', '40003']"
54021,['10337'],"['47943', '65621', '65621', '42613', '35040']","['3805', '12024', '7517', '89985', '6593', '65618', '29495', '99912']"
290693,['166942'],"['139161', '139161', '422693', '422693']","['16452', '98677', '177908', '808822', '927206', '515120', '149836', '185235']"
26226,"['1027', '51779']","['1027', '51779']","['4489', '12842', '14017', '14018', '14019', '68', '15987', '56981']"
147000,['6282'],"['6282', '265295', '48122']","['116399', '426229', '5569', '9183', '8590', '5535', '16453', '52391']"
199292,['40847'],"['40847', '556510']","['41623', '497339', '20966', '1395', '438', '19358', '116242', '104540']"
215708,['23965'],"['24546', '23965']","['19779', '98477', '266670', '88526', '95034', '419732', '694909', '694906']"
296304,"['779755', '924839', '803057', '557122']",,"['3153', '12380', '144941', '933743']"
2771,['553'],['91579'],"['189753', '156339', '2207', '2697', '3265', '7076', '67582', '139046']"
285417,['99128'],"['466417', '910778', '809303', '235705', '910779', '809303']","['95346', '28823', '910777', '859351', '937012', '946538', '924497', '156594']"
51407,['15988'],"['98689', '98690', '183979', '44292', '47973']","['536', '50623', '129990', '101335', '17580', '110', '79269', '128358']"
252959,['786154'],"['672254', '404604', '182765', '95501']","['672254', '672258', '606941', '722082', '753597', '753943', '427511', '446216']"
239812,['223137'],"['138860', '138860', '223137', '827057', '27654', '826643', '256042']","['15126', '97483', '2014', '12219', '132969', '546', '217721', '65575']"
268631,['57977'],"['266566', '57977']","['5568', '127930', '418933', '34598', '789903', '6298', '661677', '834583']"
126692,['18850'],"['18850', '77586', '29141', '103866', '18850', '101091', '492298']","['126186', '29396', '93074', '92668', '79528', '16893', '3418', '41527']"
253410,['14566'],"['663', '14566']","['21714', '7982', '96531', '14567', '66252', '90925', '616271', '16292']"
57921,['98656'],"['53165', '104704', '77493']","['74084', '79617', '32457', '98657', '104705', '92668', '51196', '129150']"
4914,['1114'],['1114'],"['630', '322', '1115', '320', '39545', '13423', '18884', '3915']"
131958,"['69866', '69867']","['69867', '69866']","['80120', '33560', '124316', '27660', '79844', '69887', '196809', '134671']"
185311,['101398'],"['83033', '194074']","['117290', '191942', '434338', '475633', '250319', '120337', '104454', '48180']"
114794,['33'],"['13106', '72623', '162446']","['110085', '21376', '100953', '105251', '15317', '34473']"
6972,['14738'],"['21286', '42542', '6693', '42543']","['6693', '757', '1007', '25110', '48812', '1308', '14739', '7327']"
272970,['156829'],"['762443', '156829']","['8746', '526463', '32896', '147625', '166774', '28807', '687567', '776270']"
45135,"['28689', '238330']",['46147'],"['12302', '25319', '1910', '21359', '52960', '21165', '80898', '62885']"
14882,['150'],['21588'],"['12972', '12216', '14436', '2496', '4523', '24353', '21588', '24734']"
279259,['621394'],"['621394', '588665']","['230048', '185170', '22729', '411584', '170695', '766122', '513901', '620068']"
133173,['70598'],"['65358', '209045', '454039']","['38957', '65719', '88472', '98332', '124050', '2615', '33059', '170162']"
144607,['31367'],"['521832', '212728', '521833', '827874', '205328']","['53429', '17569', '184912', '116399', '5992', '41954', '153315', '51196']"
199282,['507159'],"['71638', '71637']","['249636', '764737', '246148', '15884', '144004', '555619', '17162', '687895']"
